no,no,always,yes,no,always,never,never,no,never,always,no,never,never,never,never,TRUE
no,no,often,yes,no,often,never,never,no,never,often,no,never,never,never,never,TRUE
no,no,always,yes,no,always,never,never,no,never,always,no,never,never,never,never,TRUE
no,no,always,yes,no,always,never,never,no,never,often,no,never,never,never,never,TRUE
no,no,always,yes,no,always,never,never,no,never,always,no,never,never,never,never,TRUE
no,no,always,yes,no,often,never,never,no,never,always,no,never,never,never,never,TRUE
no,no,often,yes,no,often,never,never,no,never,always,no,never,never,never,never,TRUE
no,no,always,yes,no,always,never,never,no,never,often,no,never,never,never,never,TRUE
no,no,always,yes,no,often,never,never,no,never,always,no,never,never,never,never,TRUE
no,no,often,yes,no,always,never,never,no,never,often,no,never,never,never,never,TRUE
no,no,always,yes,no,always,never,never,no,never,always,no,never,never,never,never,TRUE
no,no,always,yes,no,always,never,never,no,never,often,no,never,never,never,never,TRUE
no,no,always,yes,no,often,never,never,no,never,always,no,never,never,never,never,TRUE
no,no,often,yes,no,often,never,never,no,never,always,no,never,never,never,never,TRUE
no,no,always,yes,no,always,never,never,no,never,always,no,never,never,never,never,TRUE
no,no,often,yes,no,often,never,never,no,never,always,no,never,never,never,never,TRUE
no,no,always,yes,no,always,never,never,no,never,often,no,never,never,never,never,TRUE
no,no,always,yes,no,always,never,never,no,never,always,no,never,never,never,never,TRUE
no,no,always,yes,no,always,never,never,no,never,always,no,never,never,never,never,TRUE
no,no,often,yes,no,often,never,never,no,never,always,no,never,never,never,never,TRUE
no,no,always,yes,no,often,never,never,no,never,often,no,never,never,never,never,TRUE
no,no,always,yes,no,always,never,never,no,never,always,no,never,never,never,never,TRUE
no,no,often,yes,no,always,never,never,no,never,always,no,never,never,never,never,TRUE
no,no,always,yes,no,always,never,never,no,never,always,no,never,never,never,never,TRUE
no,no,often,yes,no,often,never,never,no,never,often,no,never,never,never,never,TRUE
no,no,always,yes,no,always,never,never,no,never,always,no,never,never,never,never,TRUE
no,no,always,yes,no,always,never,never,no,never,always,no,never,never,never,never,TRUE
no,no,always,yes,no,always,never,never,no,never,always,no,never,never,never,never,TRUE
no,no,often,yes,no,often,never,never,no,never,often,no,never,never,never,never,TRUE
no,no,often,yes,no,often,never,never,no,never,often,no,never,never,never,never,TRUE
